Gone Gone Gone,,,,
Good Lovin' Gone Bad,,,,
Movin' On,,,,
Ready For Love,,,,
Rock 'n' Roll Fantasy,,,,
Rock Steady,,,,
Run With The Pack,,,,
Seagull,,,,
Shooting Star,,,,
"Silver, Blue And Gold",,,,
When I See You Smile,,,,
No Matter What,,,,
Walks Like A Woman,,,,
(You Gotta) Fight for Your Right (To Party),,,,
No Sleep Till Brooklyn,,,,
Loser,,,,
In a Big Country,,,,
Rock Around the Clock,,,,
AIN'T NO SUNSHINE,,,,
Cradle of Love,,,,
Dancing With Myself,,,,
Eyes Without a Face,,,,
Mony Mony,,,,
Rebel Yell,,,,
White Wedding,,,,
Allentown,,,,
Big Shot,,,,
Captain Jack,,,,
Don't Ask Me Why,,,,
Goodnight Saigon,,,,
It's Still Rock And Roll To Me,,,,
Miami 2017 {seen The Lights Go Out On Broadway} (live 1,,,,
Movin' Out (Anthony's Song),,,,
My Life,,,,
New York State Of Mind,,,,
Only The Good Die Young,,,,
Piano Man,,,,
Prelude/angry Young Man,,,,
Scenes From An Italian Restaurant,,,,
SHE'S ALWAYS A WOMAN,,,,
Sometimes A Fantasy,,,,
The Ballad Of Billy The Kid,,,,
The Stranger,,,,
You May Be Right,,,,
Baby Come Back,,,,
Everybody Wants You,,,,
In the Dark,,,,
Lonely Is the Night,,,,
My Kinda Lover,,,,
Rock Me Tonight,,,,
She's a Runner,,,,
The Stroke,,,,
Children Of The Sun,,,,
Fairies Wear Boots,,,,
Heaven and Hell,,,,
Iron Man,,,,
N.i.b.,,,,
Neon Knights,,,,
Paranoid,,,,
Sweet Leaf,,,,
The Wizard,,,,
War Pigs,,,,
Highway Song,,,,
"Train, Train",,,,
Can't Find My Way Home,,,,
Presence of the Lord,,,,
No Rain,,,,
Presence of the Lord,,,,
All the Small Things,,,,
Call Me,,,,
Heart of Glass,,,,
One Way Or Another,,,,
(Don't Fear) The Reaper,,,,
Bucks Boogie,,,,
Burnin' for You,,,,
Godzilla,,,,
I Love the Night,,,,
Summertime Blues,,,,
Song 2,,,,
Just Like A Woman,,,,
Knockin' On Heaven's Door,,,,
Like a Rolling Stone,,,,
Positively 4th Street,,,,
Subterranean Homesick Blues,,,,
Tangled Up In Blue,,,,
Exodus,,,,
Jamming,,,,
"No Woman, No Cry",,,,
One Love,,,,
Stir It Up,,,,
Three Little Birds,,,,
Against The Wind,,,,
Betty Lou's Gettin' Out Tonigh,,,,
